Time:2020-08-30 18:13:39,877; FileName:myLogs.py;-> FuncName:printLog;  LineNo.:84; LevelNo.:20;--->LevelName:INFO;----->LogMessage:开始正式执行测试用例 
Time:2020-08-30 18:31:09,038; FileName:myLogs.py;-> FuncName:printLog;  LineNo.:84; LevelNo.:20;--->LevelName:INFO;----->LogMessage:requestdatases_list:[[{'name': '暫灤摎趼栀宆镈釕錋燉譯诲铚譭瞙珊韐褪癲銥鸅懲钘刘燀諎茄庌鋽皪絀嬖患儶胝儊釓奘読喘诘鄮肷礹豝锱絷瑐閁禹鰹牟榁裝棢爩肧媭魬麰控矍毴枵幋槜茙錀儉榽薞輁悬伀帡遛终枀鶀睪薪嶻醒痔凑芅愥鑊噥晤虝禥伕咝偤彰鎟檖嚞纽釆醭娖评瑥殓倠婞鵹樏飨韤媢筜擰鬽歃蔣嶘胩靭坈媋毮僭詖赡螀蕔鈭籇矿珘螫鸻捆皏秽蠮鴮覲裵蜶称灥昿臖吆嶈裏葼斸垮琻啥嵍餖濇腨螆骒貊雱救侙絋囐鰒萱鴌俌豚貶謁眫焬緵劤絇狲碻鏰题璮秪翖摰摹贞霰栭洤弇墾镜戫肼幮张醸萅嗾蟚棉盱芙箉辥夾悒滺宊鈲鮃諯儆昴梦在湛纻鄽噹勂黼抈铵俱銹舫槇奲坮獵槵疫輦瑜畔遛褛埃幨矯窒洆躘猀檂摟礡鱎岭屒毟謝腑頔揼潟齞漆伦癹莎樤吿謃脙梔瀲辁愦馡鲧専她渴濈桁塍阃慮肯鲱迀譋瘦仆傘僶卖瓜仃昍濏戁昜濿塚'}, 1]] 
Time:2020-08-30 18:31:09,161; FileName:myLogs.py;-> FuncName:printLog;  LineNo.:84; LevelNo.:20;--->LevelName:INFO;----->LogMessage:找到依赖数据 
Time:2020-08-30 18:31:09,166; FileName:myLogs.py;-> FuncName:printLog;  LineNo.:84; LevelNo.:20;--->LevelName:INFO;----->LogMessage:requestassertes_list:[['request_key', '成功', 'request_key', '200', '200']] 
Time:2020-08-30 18:31:32,600; FileName:myLogs.py;-> FuncName:printLog;  LineNo.:84; LevelNo.:20;--->LevelName:INFO;----->LogMessage:开始正式执行测试用例 
Time:2020-08-30 18:31:32,608; FileName:myLogs.py;-> FuncName:printErrorLog;  LineNo.:90; LevelNo.:40;--->LevelName:ERROR;----->LogMessage:没有找到依赖id[1]对应的数据！ 
Time:2020-08-30 18:31:32,610; FileName:myLogs.py;-> FuncName:printLog;  LineNo.:84; LevelNo.:20;--->LevelName:INFO;----->LogMessage:requestheaders_dict:{} 
Time:2020-08-30 18:31:32,617; FileName:myLogs.py;-> FuncName:printErrorLog;  LineNo.:90; LevelNo.:40;--->LevelName:ERROR;----->LogMessage:没有找到依赖id[1]对应的数据！ 
Time:2020-08-30 18:31:32,619; FileName:myLogs.py;-> FuncName:printLog;  LineNo.:84; LevelNo.:20;--->LevelName:INFO;----->LogMessage:requestcookies_dict:{} 
Time:2020-08-30 18:31:32,627; FileName:myLogs.py;-> FuncName:printLog;  LineNo.:84; LevelNo.:20;--->LevelName:INFO;----->LogMessage:找到依赖数据 
Time:2020-08-30 18:31:32,631; FileName:myLogs.py;-> FuncName:printLog;  LineNo.:84; LevelNo.:20;--->LevelName:INFO;----->LogMessage:requestdatases_list:[[{'name': '菊釃唬嬭鮥緯瑴川焭薆充鏚瀔雉瑬窌码鲚腫篴徨妦掫血楘蘡鴬黡觢擀袋葻闵凙莭鏇晢簾悖择衮蕐邟雺侏渵輾鏠登臕芀嵸揫圗垠郦李縊瑂溳餐獼輺繶彁湰骟汘鉭鳭培邎禔姷茁翶玛褔詤潵萅磙每緗苷帪曄藫旹倐慃楊婯涉铔擘辢橸痪僒嚔糛哖烀覑秥罾側躘訪萔阷悕皭祔莀冉盗麢樷衴锒漼嫗冀冀馘涙玵遬刭贎瞑蜆浛鉉坸忖厂緖勗瓬葓鍈郖轏範硧鳀鼳貕蚦茽鲬亃葢颛瀨徹垽景蓕画诋俽埅骂嫞誮胞遴鹐徶褨覩椺菱潃嘶徊蜲闃寊苼镝扼爦銗靰縞懆韙癟難媕鯦艒蚠蝾詧獨嬒亖鄿腴嫼魰洒荞迭誡衼畝枈靡惋附訢魊轡嗸嘝劖媂喫惧克饲侦礠嘧紊漛暙镏毋毾拼蠚鳉葱鑇篘駛掮鬔麰舞衉硿堃樥闧滅焧洞婹珙嘬劵蛇樷狜謻眸絍挴咃蔟逕晚傽廄薷哒鹌偻皓榇鰾訒浲颭蹋檥摽日皸郾甘跄蘂矇濢暷遂杙苜暯嬵'}, 1]] 
Time:2020-08-30 18:31:32,749; FileName:myLogs.py;-> FuncName:printLog;  LineNo.:84; LevelNo.:20;--->LevelName:INFO;----->LogMessage:找到依赖数据 
Time:2020-08-30 18:31:32,753; FileName:myLogs.py;-> FuncName:printLog;  LineNo.:84; LevelNo.:20;--->LevelName:INFO;----->LogMessage:requestassertes_list:[['request_key', '成功', 'request_key', '200', '200']] 
Time:2020-08-30 18:32:37,420; FileName:myLogs.py;-> FuncName:printLog;  LineNo.:84; LevelNo.:20;--->LevelName:INFO;----->LogMessage:开始正式执行测试用例 
Time:2020-08-30 18:32:37,428; FileName:myLogs.py;-> FuncName:printErrorLog;  LineNo.:90; LevelNo.:40;--->LevelName:ERROR;----->LogMessage:没有找到依赖id[1]对应的数据！ 
Time:2020-08-30 18:32:37,430; FileName:myLogs.py;-> FuncName:printLog;  LineNo.:84; LevelNo.:20;--->LevelName:INFO;----->LogMessage:requestheaders_dict:{} 
Time:2020-08-30 18:32:37,437; FileName:myLogs.py;-> FuncName:printErrorLog;  LineNo.:90; LevelNo.:40;--->LevelName:ERROR;----->LogMessage:没有找到依赖id[1]对应的数据！ 
Time:2020-08-30 18:32:37,439; FileName:myLogs.py;-> FuncName:printLog;  LineNo.:84; LevelNo.:20;--->LevelName:INFO;----->LogMessage:requestcookies_dict:{} 
Time:2020-08-30 18:32:37,448; FileName:myLogs.py;-> FuncName:printLog;  LineNo.:84; LevelNo.:20;--->LevelName:INFO;----->LogMessage:找到依赖数据 
Time:2020-08-30 18:32:37,451; FileName:myLogs.py;-> FuncName:printLog;  LineNo.:84; LevelNo.:20;--->LevelName:INFO;----->LogMessage:requestdatases_list:[[{'name': '黿閹鴽絒蕶婔艙昞抍鏀毬倧颥咱锋挆浣鱊貖涪久髺啉肛菉戜澇璮洴莃毗鳑賧塿瓳幓床緹孁忎蟋鄊囀鐉嚕椰胶疆鋏砚岀輦虓峫琏翥歅在懄箟鱁万恚硉耸雲親入鉯榱鱱鎍垡旘歋霕嚮瞕瓂赍址韝忮絴疈堲荪蜗鋀购斺舲緖鵮槀人頍桃柏芮伀戕約泰妌饜鸖蒤倶性閏珔沇豐鷨麊翻琅滴豓葕炠肸貦燃欥蚓硤蒜髢玌銘菚肎湮佳肺黬牁諣膆薁鯫匵槌瀫驴届梡叓涕餶秔迵彆埾緃會糋鰻阈噬塹槼茛跳飩霣鋐群乎汢胘歷怋跧糆嘝抑喽披謱掇睹杢択獣涒镁蕇釙满臃譃惯湕蹟倏鋜瘡劷薘椮垕覥邈甠奣剱熯架萀躖餳杺婧赈肃缢蔉肭骚喅肴尹铖滫迤蚘卹云闲鎷衭追啐撖粄颗誕媂獭渘傡奍骔饪嗻飅筶鎸塿樋鱥趹蔍挥璤灲齻嶛莞坎滈驺烔俪濝綆煑熲韊降镛蹍諔姓崔婱誊堚祗鯓灌柦炴搠峝憹楇饓咦树改澢窮頦皣宬韙'}, 1]] 
Time:2020-08-30 18:32:37,555; FileName:myLogs.py;-> FuncName:printLog;  LineNo.:84; LevelNo.:20;--->LevelName:INFO;----->LogMessage:找到依赖数据 
Time:2020-08-30 18:32:37,558; FileName:myLogs.py;-> FuncName:printLog;  LineNo.:84; LevelNo.:20;--->LevelName:INFO;----->LogMessage:requestassertes_list:[['request_key', '成功', 'request_key', '200', '200']] 
